influenza virus,0.0005544342719921051
using,0.0005541789476177944
transmission,0.0005517868644383981
review,0.0005507121172430544
control,0.0005496115143908049
research,0.0005448127961744578
vaccine,0.0005434904689599728
vitro,0.0005396673555634645
used,0.0005343904867442867
coronavirus disease 2019,0.0005329444060348222
including,0.0005320938942375142
data,0.0005316547626977133
animals,0.0005282264316961351
activity,0.0005280364923836777
sequence,0.0005271236795659352
2019 covid,0.0005194536302692621
important,0.0005152226949540656
treatment,0.0005149983705141842
known,0.0005104674077607828
high,0.0005088626297438233
membrane,0.0005079869452357279
infectious diseases,0.0005078375148482807
detection,0.0005067916238114946
use,0.0005064916903699546
antibodies,0.0005043753003747043
different,0.0005039987716446827
outbreak,0.0005006469585622962
case,0.0004998148227588034
receptor,0.0004990372151585757
role,0.0004943203518047064
response,0.0004942443521950043
new,0.0004913704407381527
disease 2019,0.0004913183296425078
education,0.000491230744323149
background,0.0004888169659379671
phylogenetic,0.0004861107883151019
coronavirus disease,0.0004847874741363977
mediated,0.0004838994177970262
risk,0.0004822371271681084
analysis,0.0004808424970918775
pcr,0.0004805846150954462
recombinant,0.0004763526740744784
assays,0.0004756198348018548
syncytial,0.0004744281184413378
syncytial virus,0.0004742451933872934
time,0.00047099650024966044
studies,0.00046977904162270233
quality,0.00046927497715039596
middle east respiratory,0.0004676243940950585
coronaviruses,0.0004665178805105801
target,0.00046384971576002114
humans,0.0004634807976467575
approach,0.00046129713574544976
development,0.000456246003131548
major,0.00045423632028382757
tract,0.0004520162350455639
mers,0.00045004477617192597
vivo,0.00044992551833961103
present,0.0004462882921793231
genes,0.0004434150183910205
severe acute,0.00043695072939171247
showed,0.0004360038459504459
management,0.0004350851673952227
significant,0.0004332357379656346
current,0.0004307256177407506
spread,0.00043001161983623675
related,0.00042914357177875525
version article doi,0.0004290106116004194
provide,0.00042687822795115887
caused,0.00042533631236853393
world,0.0004229991649511774
positive,0.00042170720633094875
confirmed,0.0004204941821854596
sequences,0.0004200369081770299
need,0.0004194669268521432
2019 covid 19,0.0004186279311821161
polymerase,0.00041787412694052975
2009,0.00041571425340404284
mers cov,0.00041304002061562535
highly,0.0004130347072384021
implementation,0.00041145358742861643
experience,0.0004098464430561801
respiratory tract,0.00040869529337257384
cause,0.000408453308908576
participants,0.00040834680414084383
services,0.0004082812928360728
suggest,0.0004074370570419252
recent,0.00040710734814617723
cases,0.0004065815730750949
innate,0.0004063170971221484
effective,0.0004057069861571953
type,0.00040558548236983665
vaccines,0.0004053369211123424
future,0.0004046228233102008
respectively,0.0004038636558065428
model,0.0004033178798575483
dna,0.00040277169835553666
state,0.0004016049734580915
emerging,0.0003997788090894973
impact,0.00039965707454450787
factors,0.0003990985813376747
online,0.00039867783050046533
higher,0.0003957745275600072
support,0.0003950859523263776
antibody,0.0003946805296390831
increased,0.00039397823321288126
population,0.0003934334207586684
proposed,0.0003928935748313077
developed,0.00039149684490803846
conclusion,0.00039136346908151196
acute respiratory syndrome,0.0003908386545414077
reported,0.00039067982863276283
findings,0.0003870756666656528
available,0.00038653784044393927
china,0.0003859927013889251
conclusions,0.00038375681010638537
people,0.000383267410562736
bats,0.0003820684677269876
pathogenesis,0.0003819363702588863
medical,0.0003805196907007274
life,0.0003804075673748701
effects,0.00037992206639344915
nucleotide,0.00037872166474949416
public,0.000377806828950744
recently,0.000377731903333727
practice,0.00037600745816501226
10,0.00037563482110616425
observed,0.0003751399353590545
global,0.00037398879115382877
ebola,0.00037387772908215375
middle east,0.00037354989788497035
east,0.00037198777795141466
avian,0.00037168476819503016
significantly,0.0003711992726513617
dependent,0.0003711615272335628
compared,0.0003705179528792882
challenges,0.00036897522656970837
expressed,0.000368616727453917
h1n1,0.00036804976981953886
training,0.00036701087502147566
information,0.0003628425113417469
main,0.0003620382157460191
public health,0.00036180235655183254
mammalian,0.0003608429829110867
method,0.00036030619196060536
antigen,0.0003597665896973747
revealed,0.0003591921756301151
number,0.00035831869242833276
inhibition,0.00035626621611823116
therapeutic,0.0003550283613008977
mechanisms,0.0003541636081960408
strategies,0.00035344563518473427
performance,0.0003533206932668829
critical,0.0003528494894145697
rate,0.0003526890334169701
understanding,0.000351860011662109
common,0.00035101020769913785
mortality,0.0003509400657309818
influenza viruses,0.00035007940810324347
tested,0.00035007307550467235
amino,0.000349768981416958
east respiratory,0.0003489878175855414
non,0.0003479176857813131
level,0.0003478600705321326
rhinovirus,0.00034603841896930175
especially,0.00034567654898469695
syndrome coronavirus,0.0003453682828354632
outcomes,0.0003447381231467666
literature,0.0003431131711613759
years,0.0003429024022778085
coronavirus sars cov,0.0003424266640159607
likely,0.0003415220224805459
problems,0.0003408553066307801
multiple,0.00034045960130224404
hosts,0.00033944366947411247
context,0.0003392556352349856
survey,0.00033750994705078577
ifn,0.00033736223189892087
early,0.00033666421512083177
genetic,0.0003365618482535264
conserved,0.00033529395133066655
hepatitis virus,0.0003348194550463009
healthcare,0.0003347186798251058
immune response,0.00033382754070804895
financial,0.00033358622822630767
evidence,0.00033202142424162615
vaccination,0.0003310355796312467
020,0.00033072418764876736
process,0.00033010649683787785
demonstrated,0.0003296929454406412
systems,0.0003290821553237239
large,0.0003282224763857891
article doi 10,0.0003279594895534612
group,0.00032794976891341554
various,0.0003262459919734776
identify,0.00032561957639529605
doi 10,0.000325614549383499
low,0.0003255738797600686
like,0.00032540486931698196
improve,0.000325338245036243
help,0.00032483752211272726
respiratory syndrome coronavirus,0.00032287934151719434
covid 19 patients,0.00032286037771202616
disease 2019 covid,0.0003223070849895998
testing,0.0003222556664066392
serum,0.0003217664651775965
respiratory viruses,0.00031984621215450196
agents,0.00031928556722774594
performed,0.00031898294948065235
mrna,0.0003189457208443753
bacteria,0.00031893850670954065
respiratory syndrome sars,0.00031805475889567174
algorithm,0.0003176086421275205
suggesting,0.0003160918403168196
doi,0.0003156998721292479
effect,0.00031565332779161936
interferon,0.0003150647780328091
levels,0.00031464343773559487
lung,0.0003143856881064179
theory,0.0003139397384308433
limited,0.0003135714786618239
isolated,0.0003131710739972239
service,0.000312901780522054
kong,0.00031270337362702776
design,0.0003125410777924782
report,0.00031136226909511444
possible,0.0003112839950205175
students,0.0003109360522956293
19 patients,0.0003106121710105343
physical,0.00030988536709108174
conditions,0.00030981164428954186
addition,0.0003097695088233556
diagnosis,0.00030845876471348796
zoonotic,0.00030782785666424995
immunity,0.00030748089986087863
hospital,0.00030676577932059815
similar,0.00030648964712263257
drug,0.0003064088971884685
aim,0.0003055105580416557
agent,0.00030528664698341096
symptoms,0.0003051510200844129
days,0.0003049088076897988
specimens,0.00030446505354815763
conducted,0.00030444944781568225
included,0.0003038919178380864
needs,0.0003035555678124575
diarrhea,0.000303503329295449
wild,0.0003033061645034561
hong,0.0003024154610971981
investigated,0.00030230205340452316
develop,0.00030218198229106793
total,0.00030213161787423563
function,0.0003007722414004494
pneumonia,0.00030015159552238425
economic,0.0002996968820359591
mouse,0.0002995277083232257
order,0.0002988538685808248
emergency,0.0002987431320719586
transcription,0.0002979733548139302
2018,0.00029758296708139235
framework,0.0002960055620032309
rapidly,0.00029598663033607954
article,0.00029579742508042397
illness,0.00029573939692483463
biological,0.000295562091594011
changes,0.00029554424490843616
increase,0.00029534421162459785
educational,0.00029415939367866486
better,0.0002928494921797459
reduce,0.00029283921154818514
single,0.0002925087613152954
problem,0.0002910156265799659
sustainable,0.0002906793620772095
acids,0.0002898616863440406
decision,0.0002888567369468727
worldwide,0.0002887620860816208
presented,0.0002887068336641851
therapy,0.0002886003259231737
aims,0.00028814686748761573
derived,0.00028782223087756524
rapid,0.0002875852168270462
task,0.0002860702303946768
signaling,0.0002858376649116464
compounds,0.000285495565200356
measures,0.00028541842821182506
general,0.0002846687893648289
amino acid,0.00028452282678948074
swine,0.0002843535152283992
coronavirus sars,0.000284245961308883
knowledge,0.000283464154717531
surveillance,0.00028337380093338267
period,0.0002828328273662511
sequencing,0.00028199029899679426
bacterial,0.00028183958991291586
residues,0.0002817435961502805
syndrome coronavirus mers,0.00028147307736900993
countries,0.00028143884787694727
result,0.00028086358153226056
causes,0.00028051795029208367
viral infections,0.00028043203664093904
genus,0.00028039225327503275
range,0.00027995221127748534
previously,0.0002796441274063193
importance,0.00027957880203726895
key,0.00027947258066884597
enzyme,0.00027933586139905665
lower,0.000279267540395106
overall,0.00027891567241527225
reaction,0.00027885994865592303
anti,0.00027832076276419553
neutralizing,0.00027785179428940944
viral replication,0.0002776820243317139
bat,0.0002771053531136861
15,0.0002769792010659148
affected,0.0002768204535390323
immune responses,0.00027658668349859615
sequenced,0.00027650824194277415
ebola virus,0.0002765025934527371
existing,0.00027621356145072704
infectious disease,0.00027589460139914874
aimed,0.0002755679819312674
diagnostic,0.000274792317174808
ii,0.00027441858712679755
molecules,0.000274340535063933
involved,0.0002739671084693262
change,0.0002738683279049406
east respiratory syndrome,0.0002735610726514948
negative,0.0002735603700967962
isolates,0.0002734755133994158
age,0.0002733831754162326
good,0.0002729551697825262
pathogenic,0.0002726750363851786
provides,0.0002718862757214483
individuals,0.00027182209093398843
small,0.0002713040516212015
viral infection,0.000270787096960506
community,0.00027051672016108235
groups,0.0002700830855373145
essential,0.00026965853254317344
presence,0.0002695739987835941
models,0.0002692965324369616
despite,0.0002685775721570438
safety,0.00026733388498857756
year,0.0002666942249254036
potent,0.00026562135894557607
20,0.0002654460581751034
antigens,0.00026506876803290185
national,0.00026422827022686945
access,0.00026418723595724944
specificity,0.00026402268576069713
14,0.00026381911066275407
12,0.0002626303996304214
production,0.00026257199622490375
evaluate,0.0002620797607285117
characteristics,0.0002618667214719542
porcine,0.00026125552770569403
entry,0.00026122212785891315
crisis,0.0002611347536379675
text,0.00026092409140480115
required,0.00026085914360884655
fever,0.0002606386279241034
functional,0.000260055527302461
und,0.0002592203148344233
particles,0.0002591766406087765
inflammatory,0.0002591193352996175
features,0.00025896365577591195
covid19,0.0002589126141339197
reduced,0.00025886278754556257
given,0.0002585792125535553
assess,0.0002580112583026099
der,0.0002579611285410222
distinct,0.00025785709144475575
technology,0.00025728695676318855
long,0.0002572759315533501
currently,0.0002571991013957464
inhibitors,0.000255247723141021
analyzed,0.000255083766563795
objective,0.0002550459082844452
considered,0.0002545097263752546
regarding,0.00025445173528285716
polymerase chain reaction,0.00025442463731490837
enteric,0.0002543226171832002
middle,0.00025400986450263053
increasing,0.000254009313550886
developing,0.000253801088655863
plasma,0.0002537060709145112
march,0.0002536686575560725
epidemics,0.00025360099811839895
severity,0.0002528048378109832
mechanism,0.0002522457126485274
sars coronavirus,0.0002509103461889415
furthermore,0.00025054473171244953
structure,0.0002505253000488248
propose,0.0002502054716101185
induce,0.0002490235629991499
children,0.0002483366706616833
peptide,0.00024742103999565767
hepatitis,0.00024701010036251895
introduction,0.00024654955848803646
needed,0.0002464875475389239
post,0.00024594530549006317
glycoprotein,0.0002457114524786131
concentrations,0.0002456080886805602
lack,0.0002454682095806385
unknown,0.00024528131106933714
death,0.0002452760912441198
chain,0.00024505682403888444
issues,0.0002443623035435169
epidemiological,0.00024416365799470526
adenovirus,0.00024394696814482178
genomic,0.00024380262678329532
according,0.0002437550590213061
discuss,0.00024374406661189992
follow,0.00024365303367248232
tool,0.0002435215957155095
virus rsv,0.00024342119226038287
applied,0.0002425377445200782
dose,0.00024247273548140812
remains,0.00024195168867586692
strain,0.00024194961047160866
discussion,0.00024184493082180075
article doi,0.00024170041042746441
therapeutics,0.00024148063135678743
syndrome coronavirus sars,0.0002413241596994998
novel coronavirus,0.0002410401578826031
evaluated,0.0002410374458970628
obtained,0.00024099644234698778
following,0.00024056597129669497
hiv,0.00024016927135815663
greater,0.0002395104119001184
test,0.000238633693379154
particularly,0.00023861318599784645
identification,0.00023850969817148908
complex,0.00023836013473134532
strategy,0.00023829150026768525
contrast,0.00023762793218435474
11,0.00023758476807507318
sensitivity,0.0002372157225663382
avian influenza,0.00023718116607752577
deaths,0.00023703774549662903
drugs,0.00023688917717377064
interactions,0.00023665487442572078
investigate,0.0002360101483218612
shown,0.0002354528931794775
did,0.0002349541271149626
protective,0.00023460061968706927
way,0.0002344009488605487
potentially,0.0002342545704941377
circulating,0.00023410193697107515
real,0.00023395270866065498
efficacy,0.00023385756635447695
characterized,0.00023380060096339072
respiratory tract infections,0.0002337568153587289
cognitive,0.00023355102279925443
cancer,0.000233292593563226
useful,0.00023292964180233656
blood,0.00023273158811622726
collected,0.00023272727615164106
primary,0.00023207380035110376
bovine,0.00023193582273006412
medicine,0.00023181859661406304
chain reaction,0.0002313425986646304
scale,0.0002312134351322396
scientific,0.000230820158510996
analyses,0.00023019216614784618
activation,0.0002301479040253773
include,0.00023011797072424053
discovery,0.0002298917767320361
100,0.00022982558174997335
emergence,0.00022982164798667463
policy,0.0002296106162647872
online version article,0.00022944555247309843
genomes,0.0002294046490634933
exposure,0.00022916356748768114
application,0.00022892020113630788
sars cov infection,0.0002286918546339166
area,0.00022865743235224047
intensive,0.00022813244282938547
emerging infectious diseases,0.00022785894240611693
purpose,0.00022779683773832283
pathway,0.0002274856626376999
available authorized,0.00022742346655692266
determined,0.00022716677306372997
differences,0.00022674881953740957
containing,0.0002264962120622258
improved,0.00022636223685929585
situation,0.00022614737072926993
screening,0.0002259803114985779
demonstrate,0.00022590057956828813
published,0.0002255833252868357
prevention,0.00022555155018935162
95,0.00022485993991945726
complications,0.00022441231010281954
terminal,0.00022434667106754859
qualitative,0.00022422402614570634
determine,0.0002238774636426128
chronic,0.0002234853005616023
material,0.00022337013270860606
pedv,0.00022317696946372393
established,0.00022303209604291571
13,0.00022248602066014537
status,0.00022221895064666942
terms,0.00022206317657912165
relevant,0.00022202859114073332
provided,0.00022200724186364327
available authorized users,0.0002219135260218109
lead,0.0002211436870251986
association,0.00022096712385109821
natural,0.00022075780846287849
factor,0.00022073586230334579
day,0.0002206621045556452
months,0.00022019607039851856
leading,0.00021950100636631891
followed,0.00021885494636823477
challenge,0.000218457859949522
international,0.0002184331344042996
diversity,0.0002182130611541533
reducing,0.000218145046263821
necessary,0.0002180815488664317
coronavirus mers,0.00021788280603052645
virus infection,0.00021787710991019122
network,0.00021770980365818052
nucleic,0.0002176293171277355
face,0.00021755502296719588
april,0.00021749542774013674
working,0.00021736915966046516
old,0.00021731439668164811
region,0.00021700416297386482
value,0.00021695884780691672
behavior,0.00021687049116161803
laboratory,0.00021663602313558942
rsv,0.000216385211966859
environment,0.00021635662450961507
virulence,0.0002163083443886011
prevent,0.0002160139794804612
term,0.00021585886738861016
finally,0.00021583743676490785
50,0.00021580982819012948
pigs,0.00021568126909612194
questionnaire,0.00021565714962142531
30,0.00021564652806520978
surgical,0.00021562370574279276
types,0.0002154019140341094
solutions,0.00021484915971960023
particular,0.00021418640484511677
regions,0.00021386762704355734
dynamics,0.00021353684880987613
set,0.0002134938912244509
underlying,0.0002132235849858632
standard,0.00021316340935472085
targets,0.00021287085690739645
virtual,0.00021257428527060595
infected cells,0.00021247415473128086
previous,0.00021237937209037826
areas,0.00021211077205858942
monitoring,0.00021182316256457813
self,0.00021168465975071385
rt pcr,0.0002116220458938385
attention,0.00021160059868216284
digital,0.00021146907005286847
rates,0.00021134488175602185
practices,0.00021028680912461904
viral rna,0.00021019156958065354
activities,0.00021013950789741372
presentation,0.00020916119825504793
bind,0.0002089432186532881
inflammation,0.00020874226210833066
society,0.00020851807070732401
assessment,0.00020813721171197125
indicate,0.00020809498773732802
reduction,0.00020798901772099733
assembly,0.0002078583006229963
discussed,0.0002075069120216466
times,0.00020739611691556137
challenging,0.0002073748437058925
studied,0.00020737180211069384
gene expression,0.0002072946771140274
described,0.00020717080161252694
reports,0.00020702048653594598
epidemiology,0.0002068587599644809
second,0.0002068249943132146
peptides,0.00020679190638977262
approaches,0.0002066490367253586
understand,0.0002063565378651141
interventions,0.00020601391993706878
virus pedv,0.00020588874868308473
relationship,0.00020580486408465682
18,0.00020578520233522973
intracellular,0.00020575151584646076
ability,0.0002056552758288794
cov infection,0.0002055980181185547
space,0.0002055744820677284
mental,0.00020484500104113037
multiplex,0.00020479658117156062
focus,0.0002047761591218253
surgery,0.00020458304368103374
structural,0.00020429169792033312
field,0.00020364484458397584
interaction,0.00020344960111419555
rna viruses,0.00020344262546396767
led,0.00020329203103475898
taken,0.00020323098996679738
populations,0.00020311133607962495
tools,0.0002027268741627362
active,0.00020262073875819446
site,0.0002023126471472868
play,0.00020230263510354965
evolutionary,0.00020220426049547503
polymerase chain,0.00020218649156220707
point,0.00020218101184557902
expressing,0.0002020445377037111
samples collected,0.00020182406543203734
syncytial virus rsv,0.00020163411252574595
local,0.0002014554482677576
central,0.000201194291107499
mainly,0.00020117559347109879
disease covid 19,0.00020108697068509077
suggests,0.00020101680649082325
putative,0.00020093785785928992
guidelines,0.00020089018263677252
workers,0.00020087745690756755
program,0.00020080856810834768
reverse,0.00020051805855584494
outcome,0.00020039652882283194
recommendations,0.00020010832345428365
resources,0.00020007126939715773
explore,0.0001994176211178768
evaluation,0.00019935969415755723
culture,0.0001992104005657733
therapies,0.00019893697408043684
respiratory disease,0.0001988206345211742
assessed,0.00019875520141125552
phylogenetic analysis,0.00019843659346483524
surface,0.0001983935080700254
pre,0.00019800340533686814
produced,0.00019795603735398617
providing,0.00019780482319421165
additional,0.00019776010609776336
pathways,0.00019773771113301976
alternative,0.00019773031390452712
wide,0.00019743209435818524
individual,0.00019711859036057106
17,0.0001970229106763872
direct,0.00019625959800914807
onset,0.00019609814434805021
morbidity,0.00019608114678376472
respiratory syncytial virus,0.00019607337973980574
combination,0.00019591746501098554
safe,0.00019582760089808659
contact,0.000195680753699518
envelope,0.00019517348089947395
sample,0.0001950505788316256
predict,0.00019499913931073993
best,0.0001949829478141592
processes,0.00019497696075857822
responsible,0.0001949157800987646
body,0.00019480615357888204
great,0.00019445761906990513
accuracy,0.00019425168361114818
course,0.00019398225106925654
software,0.00019384077064266378
weeks,0.0001937215942278743
mild,0.00019324960807374277
crucial,0.00019290151449626811
administration,0.00019289727442236792
benefits,0.00019281432730039634
experimental,0.0001926782217608957
having,0.00019256151607882632
isolation,0.00019244121015418218
induction,0.0001924028898959345
2003,0.00019201904777520966
causing,0.00019189838257107546
19 infection,0.0001916300297935633
2010,0.00019127231725448837
enhanced,0.0001912431695082227
examined,0.00019091501282184103
die,0.00019089666100631004
linked,0.00019086685422701688
tissue,0.00019072996172039253
2012,0.00019066149225892618
40,0.00019065442020974063
injury,0.00019058058116061012
december,0.00019042757186434495
24,0.00019036117705361163
initial,0.00019020206755596014
burden,0.0001896756018616285
directly,0.00018959506229780844
implications,0.00018943370623843855
version article,0.00018934666673211316
spike,0.0001891806920089521
functions,0.00018900409341983407
contribute,0.0001888091444645034
diagnosed,0.00018878868815340262
deep,0.0001886745476373013
electronic,0.00018827277806552384
susceptible,0.00018820600441119378
cycle,0.00018813925950863172
indicated,0.0001880393893925196
treatments,0.00018794267526200066
promising,0.00018749470812696705
market,0.00018748640492302892
date,0.00018715482569375366
user,0.0001870317062174491
policies,0.0001869937677001926
aspects,0.00018691394160652913
receptors,0.00018678706371748937
amplification,0.00018659074165250703
stay,0.00018657253920559893
pulmonary,0.00018652994321485835
history,0.0001865278756741697
capacity,0.00018650011006943017
providers,0.00018649465596372818
decreased,0.0001862559520564092
distribution,0.00018623419332566092
end,0.000186099005866957
cross sectional,0.00018594250881874812
throughput,0.0001858917381742256
trials,0.0001856575674704272
year old,0.00018553555611226457
delivery,0.00018552765879434292
able,0.000185401576655332
commonly,0.00018526563643925256
health care,0.00018519292554874286
lower respiratory,0.00018515761594576472
communication,0.00018505889893844646
properties,0.00018502426283715603
tests,0.0001849947461641597
multi,0.0001849926582865988
describes,0.00018497932822020014
inhibitory,0.00018496317506385147
emerging infectious,0.0001846439742798302
sensitive,0.0001846154944444342
considering,0.0001844600263630466
objectives,0.00018445458766152336
innate immune,0.00018436668903548
questions,0.00018427386884508606
setting,0.00018418413658978549
resulted,0.00018409645986420617
25,0.00018402322804291263
21,0.00018393062445929334
family,0.00018389700027257128
hong kong,0.00018384897606137394
broad,0.00018382008338920994
users,0.00018353104912448181
million,0.0001834702581552587
resulting,0.00018324608112946155
pandemic influenza,0.00018304225545865918
form,0.00018303207198395698
efficient,0.00018300147112845284
infectivity,0.00018298367013709472
experiences,0.00018293953947057904
threat,0.00018268260958026526
experienced,0.00018243850479085928
roles,0.0001824384717033296
country,0.00018242227871037965
failure,0.0001824212714123542
article 10 1007,0.0001822993908162137
purified,0.0001821239475738887
appropriate,0.00018179000373183174
growth,0.00018170272868100792
concerns,0.0001815972262729017
titers,0.00018151488028751692
address,0.0001814837591309024
incidence,0.00018145603538250853
make,0.00018142616974977605
causative,0.0001810785409695405
targeting,0.0001807151085309073
home,0.0001796626263254088
intervention,0.00017961648905128822
regression,0.00017959596512593095
parameters,0.0001794469773164286
short,0.00017934194892394644
inhibitor,0.0001792686311975101
asymptomatic,0.00017916223502581962
efforts,0.00017914484759957007
porcine reproductive respiratory,0.000178947037676924
organization,0.0001789094095551674
cross,0.00017874054678729671
mean,0.0001787142720313448
damage,0.00017861774927424196
interviews,0.0001786160305750805
phase,0.00017841096824146657
reviewed,0.00017828581706298764
measure,0.00017816483047757378
present case,0.00017814885090065952
covid 19 infection,0.00017805710406013423
generated,0.00017779202744912597
disease covid,0.00017746617757278236
patterns,0.0001774191612187755
concept,0.00017734687084031532
diarrhea virus,0.00017725504175153818
light,0.0001772514095951412
concern,0.0001771172223488592
proportion,0.00017704880423655579
consequences,0.000176813735594742
emerged,0.00017680840379347498
affect,0.0001767541456204274
treated,0.00017664129990029427
investigation,0.00017638364223213155
cytokine,0.0001762929336010364
algorithms,0.0001760959861924722
wild type,0.0001758668705376665
reverse transcription,0.00017582478988181877
skills,0.00017581648893163032
evolution,0.0001758061763127215
past,0.0001757601415900261
consider,0.00017574364016303018
secondary,0.0001756909158867278
doi 10 1186,0.00017561481217775936
making,0.00017558013900650417
designed,0.00017548722961495067
newly,0.00017546672990318638
23,0.00017532645008043989
procedures,0.00017527655926636177
protection,0.00017516098119819596
defined,0.00017496900102936257
events,0.00017482656589995124
canine,0.0001747891460805645
fold,0.00017464668372226463
increases,0.00017459227801835703
host cells,0.00017452177848740206
porcine epidemic,0.00017418205741274813
little,0.0001741719489053458
chinese,0.00017390399259603024
unique,0.0001738769686441192
disorders,0.0001738496322932623
received,0.00017353505967502027
comprehensive,0.00017351328099702985
controls,0.00017337126281987317
variables,0.000173350760708614
personal,0.00017321689412656778
systemic,0.0001731809738062194
poor,0.0001731198412516954
called,0.0001727940076340847
materials,0.00017260756329105876
infectious bronchitis virus,0.00017245780975910614
unit,0.00017232990616044018
basis,0.00017223074808699399
origin,0.00017220336427742754
concentration,0.0001721377068775946
rt,0.0001720150475375676
risk factors,0.00017157486036826935
settings,0.0001714764728464666
basic,0.00017140710205109484
independent,0.00017117033105644268
male,0.00017111409221070054
tasks,0.0001711094008742625
applications,0.00017069186483382431
molecule,0.00017060020568269635
healthy,0.00017053559338330314
special,0.00017011170146648158
open,0.0001699703356631301
spectrum,0.00016980373305435417
stress,0.00016970692860674712
sectional,0.00016963273113382855
far,0.00016956043913900697
targeted,0.00016951910929074518
traditional,0.00016942375997108783
improvement,0.00016941493899784698
remain,0.0001691651796548942
machine,0.00016900599494502444
environmental,0.0001689954734077342
cost,0.00016888257562147995
source,0.0001688703506396725
economy,0.00016883740342222816
world health,0.00016881933094378462
states,0.00016877807466880975
consistent,0.0001684512538663407
requires,0.00016819986993184749
coronavirus mers cov,0.00016819560885381366
frequently,0.00016815404113484315
wuhan,0.00016811140398496856
insights,0.00016799612636184892
release,0.00016772830362269864
ongoing,0.00016759333281258837
infect,0.0001675677245706495
solve,0.0001674988823104842
examine,0.00016745917204663254
condition,0.00016737628321472774
highlight,0.00016733423212696885
influence,0.0001671071903233481
ci,0.00016699739578821196
formation,0.00016693179884135083
stage,0.00016682659492131975
department,0.00016663919260803217
resistant,0.00016652583788788806
prior,0.00016646366127183915
susceptibility,0.00016635263028820033
survival,0.00016628631116661247
intensive care,0.00016602212593334032
globally,0.00016596237602874945
team,0.00016586505056294075
innovation,0.00016574366729183424
nature,0.0001656590510628383
march 2020,0.00016563717421144166
weight,0.00016560666588228025
tissues,0.00016557415525862457
business,0.0001654226581289048
spreading,0.00016531554427086617
cough,0.00016507410089612305
free,0.00016499403265488976
95 ci,0.0001649832557162109
women,0.00016493404152599823
regulated,0.00016489948167906058
government,0.0001648195309782506
focused,0.00016462638613003953
calves,0.00016459593069922113
respiratory syncytial,0.0001645618300913162
admission,0.00016439835313515941
strong,0.00016423260910815535
right,0.00016401370840381796
16,0.0001638834920519789
structures,0.0001637192242032881
risks,0.00016327392843038267
staff,0.0001631160420713783
index,0.0001627981693186138
influenza h1n1,0.00016276542242426873
allow,0.0001627517455055705
values,0.00016273850431809878
real time,0.0001626698857762715
complete,0.0001626315630550461
prevalence,0.00016261953027516405
older,0.00016256934053294323
results suggest,0.0001625528189788548
created,0.000162396307240501
22,0.00016221706545765862
produce,0.00016220634495392277
require,0.0001620693899219714
science,0.00016205542363802237
transmissible,0.00016202411570144306
patients covid,0.0001619388254137376
median,0.00016190482829979164
27,0.00016187043832348083
detect,0.000161869869618458
united states,0.0001618415944396798
techniques,0.00016183551388458615
pattern,0.00016166495998968944
pressure,0.00016164603977306957
imaging,0.0001616425673010572
daily,0.00016163618478331503
series,0.00016159597210922152
ratio,0.000161384246579696
murine,0.00016135733893861661
rnas,0.00016104004415346318
covid 19 outbreak,0.0001610276720206264
reproductive,0.00016090462650871393
sars cov virus,0.0001608300488048
line,0.00016066244229578992
